.HEADER
..NAMES
Time,V U3.N7
3.4108e-009,1.0673
3.4475e-009,1.0932
3.4841e-009,1.1052
3.5208e-009,1.1028
3.5575e-009,1.0897
3.5942e-009,1.0729
3.6308e-009,1.0593
3.6675e-009,1.0537
3.7042e-009,1.0570
3.7408e-009,1.0676
3.7775e-009,1.0817
3.8142e-009,1.0951
3.8509e-009,1.1047
3.8875e-009,1.1084
3.9242e-009,1.1062
3.9609e-009,1.0997
3.9976e-009,1.0920
4.0342e-009,1.0866
4.0709e-009,1.0857
4.1076e-009,1.0897
4.1443e-009,1.0969
4.1809e-009,1.1043
4.2176e-009,1.1096
4.2543e-009,1.1116
4.2910e-009,1.1104
4.3276e-009,1.1069
4.3643e-009,1.1022
4.4010e-009,1.0974
4.4377e-009,1.0935
4.4743e-009,1.0915
4.5110e-009,1.0918
4.5477e-009,1.0938
4.5844e-009,1.0964
4.6211e-009,1.0979
4.6577e-009,1.0974
4.6944e-009,1.0950
4.7311e-009,1.0915
4.7678e-009,1.0883
4.8044e-009,1.0862
4.8411e-009,1.0854
4.8778e-009,1.0859
4.9145e-009,1.0878
4.9511e-009,1.0907
4.9878e-009,1.0941
5.0245e-009,1.0971
5.0612e-009,1.0987
5.0978e-009,1.0982
5.1345e-009,1.0957
5.1712e-009,1.0922
5.2079e-009,1.0888
5.2445e-009,1.0863
5.2812e-009,1.0852
5.3179e-009,1.0857
5.3546e-009,1.0875
5.3912e-009,1.0903
5.4279e-009,1.0933
5.4646e-009,1.0958
5.5013e-009,1.0969
5.5379e-009,1.0964
5.5746e-009,1.0943
5.6113e-009,1.0913
5.6480e-009,1.0885
5.6846e-009,1.0868
5.7213e-009,1.0865
5.7580e-009,1.0876
5.7947e-009,1.0896
5.8313e-009,1.0917
5.8680e-009,1.0935
5.9047e-009,1.0944
5.9414e-009,1.0942
5.9780e-009,1.0930
6.0147e-009,1.0911
6.0514e-009,1.0893
6.0881e-009,1.0881
6.1247e-009,1.0881
6.1614e-009,1.0890
6.1981e-009,1.0907
6.2348e-009,1.0924
6.2714e-009,1.0935
6.3081e-009,1.0940
6.3448e-009,1.0938
6.3815e-009,1.0935
6.4181e-009,1.0929
6.4548e-009,1.0906
6.4915e-009,1.0827
6.5282e-009,1.0637
6.5648e-009,1.0289
6.6015e-009,0.9753
6.6382e-009,0.9025
6.6749e-009,0.8135
6.7115e-009,0.7155
6.7482e-009,0.6184
6.7849e-009,0.5323
6.8215e-009,0.4670
6.8582e-009,0.4283
6.8949e-009,0.4156
6.9316e-009,0.4221
6.9682e-009,0.4377
7.0049e-009,0.4519
7.0416e-009,0.4563
7.0783e-009,0.4470
7.1149e-009,0.4247
7.1516e-009,0.3934
7.1883e-009,0.3600
7.2250e-009,0.3316
7.2616e-009,0.3142
7.2983e-009,0.3103
7.3350e-009,0.3183
7.3717e-009,0.3330
7.4083e-009,0.3478
7.4450e-009,0.3574
7.4817e-009,0.3594
7.5184e-009,0.3543
7.5550e-009,0.3449
7.5917e-009,0.3348
7.6284e-009,0.3268
7.6651e-009,0.3229
7.7018e-009,0.3235
7.7384e-009,0.3276
7.7751e-009,0.3329
7.8118e-009,0.3365
7.8484e-009,0.3361
7.8851e-009,0.3313
7.9218e-009,0.3236
7.9585e-009,0.3156
7.9952e-009,0.3101
8.0318e-009,0.3087
8.0685e-009,0.3116
8.1052e-009,0.3172
8.1418e-009,0.3238
8.1785e-009,0.3296
8.2152e-009,0.3335
8.2519e-009,0.3359
8.2886e-009,0.3392
8.3252e-009,0.3486
8.3619e-009,0.3709
8.3986e-009,0.4116
8.4352e-009,0.4731
8.4719e-009,0.5529
8.5086e-009,0.6450
8.5453e-009,0.7406
8.5820e-009,0.8292
8.6186e-009,0.9011
8.6553e-009,0.9501
8.6920e-009,0.9743
8.7286e-009,0.9775
8.7653e-009,0.9683
8.8020e-009,0.9574
8.8387e-009,0.9538
8.8754e-009,0.9624
8.9120e-009,0.9834
8.9487e-009,1.0133
8.9854e-009,1.0462
9.0220e-009,1.0757
9.0587e-009,1.0962
9.0954e-009,1.1045
9.1321e-009,1.1008
9.1688e-009,1.0887
9.2054e-009,1.0743
9.2421e-009,1.0638
9.2788e-009,1.0606
9.3154e-009,1.0651
9.3521e-009,1.0748
9.3888e-009,1.0860
9.4255e-009,1.0953
9.4622e-009,1.1005
9.4988e-009,1.1011
9.5355e-009,1.0976
9.5722e-009,1.0919
9.6088e-009,1.0867
9.6455e-009,1.0846
9.6822e-009,1.0872
9.7189e-009,1.0941
9.7556e-009,1.1029
9.7922e-009,1.1106
9.8289e-009,1.1144
9.8656e-009,1.1136
9.9022e-009,1.1090
9.9389e-009,1.1023
9.9756e-009,1.0957
1.00123e-008,1.0910
1.00490e-008,1.0891
1.00856e-008,1.0906
1.01223e-008,1.0951
1.01590e-008,1.1009
1.01956e-008,1.1045
1.02323e-008,1.1002
1.02690e-008,1.0813
1.03057e-008,1.0433
1.03424e-008,0.9851
1.03790e-008,0.9085
1.04157e-008,0.8178
1.04524e-008,0.7205
1.04890e-008,0.6260
1.05257e-008,0.5434
1.05624e-008,0.4807
1.05991e-008,0.4431
1.06358e-008,0.4295
1.06724e-008,0.4330
1.07091e-008,0.4440
1.07458e-008,0.4530
1.07824e-008,0.4530
1.08191e-008,0.4414
1.08558e-008,0.4193
1.08925e-008,0.3905
1.09292e-008,0.3606
1.09658e-008,0.3356
1.10025e-008,0.3204
1.10392e-008,0.3175
1.10758e-008,0.3264
1.11125e-008,0.3453
1.11492e-008,0.3733
1.11859e-008,0.4118
1.12226e-008,0.4628
1.12592e-008,0.5271
1.12959e-008,0.6040
1.13326e-008,0.6905
1.13693e-008,0.7799
1.14059e-008,0.8631
1.14426e-008,0.9310
1.14793e-008,0.9766
1.15159e-008,0.9968
1.15526e-008,0.9943
1.15893e-008,0.9781
1.16260e-008,0.9594
1.16627e-008,0.9484
1.16993e-008,0.9514
1.17360e-008,0.9698
1.17727e-008,1.0005
1.18093e-008,1.0371
1.18460e-008,1.0714
1.18827e-008,1.0959
1.19194e-008,1.1059
1.19561e-008,1.1009
1.19927e-008,1.0857
1.20294e-008,1.0677
1.20661e-008,1.0543
1.21027e-008,1.0500
1.21394e-008,1.0554
1.21761e-008,1.0679
1.22128e-008,1.0833
1.22495e-008,1.0972
1.22861e-008,1.1063
1.23228e-008,1.1090
1.23595e-008,1.1056
1.23961e-008,1.0981
1.24328e-008,1.0899
1.24695e-008,1.0847
1.25062e-008,1.0848
1.25429e-008,1.0902
1.25795e-008,1.0985
1.26162e-008,1.1066
1.26529e-008,1.1116
1.26895e-008,1.1124
1.27262e-008,1.1097
1.27629e-008,1.1047
1.27996e-008,1.0993
1.28363e-008,1.0946
1.28729e-008,1.0919
1.29096e-008,1.0918
1.29463e-008,1.0946
1.29829e-008,1.0987
1.30196e-008,1.1002
1.30563e-008,1.0932
1.30930e-008,1.0708
1.31297e-008,1.0291
1.31663e-008,0.9674
1.32030e-008,0.8876
1.32397e-008,0.7948
1.32763e-008,0.6969
1.33130e-008,0.6036
1.33497e-008,0.5240
1.33864e-008,0.4665
1.34231e-008,0.4351
1.34597e-008,0.4273
1.34964e-008,0.4349
1.35331e-008,0.4476
1.35697e-008,0.4557
1.36064e-008,0.4532
1.36431e-008,0.4383
1.36798e-008,0.4131
1.37165e-008,0.3822
1.37531e-008,0.3518
1.37898e-008,0.3282
1.38265e-008,0.3160
1.38631e-008,0.3164
1.38998e-008,0.3268
1.39365e-008,0.3412
1.39732e-008,0.3532
1.40099e-008,0.3586
1.40465e-008,0.3563
1.40832e-008,0.3482
1.41199e-008,0.3380
1.41565e-008,0.3291
1.41932e-008,0.3239
1.42299e-008,0.3232
1.42666e-008,0.3264
1.43033e-008,0.3319
1.43399e-008,0.3370
1.43766e-008,0.3390
1.44133e-008,0.3362
1.44499e-008,0.3289
1.44866e-008,0.3194
1.45233e-008,0.3111
1.45600e-008,0.3069
1.45967e-008,0.3078
1.46333e-008,0.3130
1.46700e-008,0.3204
1.47067e-008,0.3276
1.47433e-008,0.3328
1.47800e-008,0.3351
1.48167e-008,0.3354
1.48534e-008,0.3367
1.48901e-008,0.3448
1.49267e-008,0.3665
1.49634e-008,0.4076
1.50001e-008,0.4700
1.50368e-008,0.5509
1.50734e-008,0.6438
1.51101e-008,0.7396
1.51468e-008,0.8277
1.51834e-008,0.8988
1.52201e-008,0.9470
1.52568e-008,0.9709
1.52935e-008,0.9744
1.53301e-008,0.9660
1.53668e-008,0.9562
1.54035e-008,0.9539
1.54402e-008,0.9635
1.54769e-008,0.9850
1.55135e-008,1.0147
1.55502e-008,1.0468
1.55869e-008,1.0753
1.56236e-008,1.0948
1.56602e-008,1.1025
1.56969e-008,1.0986
1.57336e-008,1.0870
1.57703e-008,1.0735
1.58069e-008,1.0639
1.58436e-008,1.0615
1.58803e-008,1.0665
1.59169e-008,1.0762
1.59536e-008,1.0870
1.59903e-008,1.0956
1.60270e-008,1.1001
1.60636e-008,1.1000
1.61003e-008,1.0962
1.61370e-008,1.0907
1.61737e-008,1.0859
1.62104e-008,1.0844
1.62470e-008,1.0875
1.62837e-008,1.0947
1.63204e-008,1.1036
1.63571e-008,1.1111
1.63937e-008,1.1147
1.64304e-008,1.1135
1.64671e-008,1.1084
1.65037e-008,1.1016
1.65404e-008,1.0950
1.65771e-008,1.0905
1.66138e-008,1.0890
1.66504e-008,1.0908
1.66871e-008,1.0955
1.67238e-008,1.1015
1.67605e-008,1.1051
1.67972e-008,1.1007
1.68338e-008,1.0820
1.68705e-008,1.0442
1.69072e-008,0.9865
1.69439e-008,0.9104
1.69805e-008,0.8202
1.70172e-008,0.7233
1.70539e-008,0.6290
1.70905e-008,0.5460
1.71272e-008,0.4828
1.71639e-008,0.4442
1.72006e-008,0.4297
1.72372e-008,0.4325
1.72739e-008,0.4431
1.73106e-008,0.4522
1.73473e-008,0.4526
1.73840e-008,0.4415
1.74206e-008,0.4200
1.74573e-008,0.3916
1.74940e-008,0.3618
1.75307e-008,0.3366
1.75673e-008,0.3210
1.76040e-008,0.3172
1.76407e-008,0.3238
1.76773e-008,0.3361
1.77140e-008,0.3480
1.77507e-008,0.3551
1.77874e-008,0.3554
1.78240e-008,0.3498
1.78607e-008,0.3414
1.78974e-008,0.3331
1.79341e-008,0.3274
1.79708e-008,0.3253
1.80074e-008,0.3267
1.80441e-008,0.3306
1.80808e-008,0.3348
1.81175e-008,0.3370
1.81541e-008,0.3353
1.81908e-008,0.3295
1.82275e-008,0.3213
1.82641e-008,0.3136
1.83008e-008,0.3090
1.83375e-008,0.3089
1.83742e-008,0.3129
1.84108e-008,0.3192
1.84475e-008,0.3258
1.84842e-008,0.3308
1.85209e-008,0.3333
1.85576e-008,0.3339
1.85942e-008,0.3347
1.86309e-008,0.3406
1.86676e-008,0.3583
1.87043e-008,0.3938
1.87409e-008,0.4502
1.87776e-008,0.5261
1.88143e-008,0.6158
1.88509e-008,0.7111
1.88876e-008,0.8020
1.89243e-008,0.8787
1.89610e-008,0.9340
1.89976e-008,0.9653
1.90343e-008,0.9746
1.90710e-008,0.9691
1.91077e-008,0.9591
1.91444e-008,0.9541
1.91810e-008,0.9599
1.92177e-008,0.9779
1.92544e-008,1.0053
1.92911e-008,1.0370
1.93277e-008,1.0669
1.93644e-008,1.0895
1.94011e-008,1.1010
1.94377e-008,1.1006
1.94744e-008,1.0910
1.95111e-008,1.0777
1.95478e-008,1.0666
1.95844e-008,1.0618
1.96211e-008,1.0646
1.96578e-008,1.0730
1.96945e-008,1.0837
1.97312e-008,1.0930
1.97678e-008,1.0988
1.98045e-008,1.1001
1.98412e-008,1.0974
1.98779e-008,1.0924
1.99145e-008,1.0873
1.99512e-008,1.0847
1.99879e-008,1.0864
2.00245e-008,1.0925
2.00612e-008,1.1010
2.00979e-008,1.1091
2.01346e-008,1.1138
2.01712e-008,1.1140
2.02079e-008,1.1099
2.02446e-008,1.1035
2.02813e-008,1.0968
2.03179e-008,1.0917
2.03546e-008,1.0892
2.03913e-008,1.0896
2.04280e-008,1.0927
2.04647e-008,1.0974
2.05013e-008,1.1017
2.05380e-008,1.1039
2.05747e-008,1.1027
2.06114e-008,1.0983
2.06480e-008,1.0919
2.06847e-008,1.0858
2.07214e-008,1.0817
2.07580e-008,1.0806
2.07947e-008,1.0823
2.08314e-008,1.0861
2.08681e-008,1.0910
2.09047e-008,1.0957
2.09414e-008,1.0990
2.09781e-008,1.1001
2.10148e-008,1.0986
2.10515e-008,1.0949
2.10881e-008,1.0904
2.11248e-008,1.0864
2.11615e-008,1.0842
2.11982e-008,1.0842
2.12348e-008,1.0861
2.12715e-008,1.0891
2.13082e-008,1.0923
2.13448e-008,1.0952
2.13815e-008,1.0973
2.14182e-008,1.0981
2.14549e-008,1.0962
2.14915e-008,1.0883
2.15282e-008,1.0697
2.15649e-008,1.0361
2.16016e-008,0.9850
2.16383e-008,0.9158
2.16749e-008,0.8307
2.17116e-008,0.7356
2.17483e-008,0.6395
2.17850e-008,0.5517
2.18216e-008,0.4820
2.18583e-008,0.4370
2.18950e-008,0.4177
2.19316e-008,0.4191
2.19683e-008,0.4320
2.20050e-008,0.4463
2.20417e-008,0.4533
2.20783e-008,0.4481
2.21150e-008,0.4299
2.21517e-008,0.4018
2.21884e-008,0.3694
2.22251e-008,0.3396
2.22617e-008,0.3189
2.22984e-008,0.3108
2.23351e-008,0.3152
2.23718e-008,0.3277
2.24084e-008,0.3423
2.24451e-008,0.3536
2.24818e-008,0.3581
2.25184e-008,0.3556
2.25551e-008,0.3481
2.25918e-008,0.3386
2.26285e-008,0.3301
2.26651e-008,0.3247
2.27018e-008,0.3234
2.27385e-008,0.3258
2.27752e-008,0.3302
2.28119e-008,0.3340
2.28485e-008,0.3348
2.28852e-008,0.3317
2.29219e-008,0.3253
2.29586e-008,0.3180
2.29952e-008,0.3122
2.30319e-008,0.3100
2.30686e-008,0.3116
2.31052e-008,0.3160
2.31419e-008,0.3218
2.31786e-008,0.3272
2.32153e-008,0.3314
2.32519e-008,0.3341
2.32886e-008,0.3374
2.33253e-008,0.3456
2.33620e-008,0.3651
2.33987e-008,0.4018
2.34353e-008,0.4588
2.34720e-008,0.5347
2.35087e-008,0.6243
2.35454e-008,0.7193
2.35820e-008,0.8099
2.36187e-008,0.8859
2.36554e-008,0.9402
2.36920e-008,0.9701
2.37287e-008,0.9778
2.37654e-008,0.9708
2.38021e-008,0.9598
2.38387e-008,0.9543
2.38754e-008,0.9599
2.39121e-008,0.9781
2.39488e-008,1.0061
2.39855e-008,1.0385
2.40221e-008,1.0690
2.40588e-008,1.0920
2.40955e-008,1.1035
2.41322e-008,1.1028
2.41688e-008,1.0930
2.42055e-008,1.0801
2.42422e-008,1.0692
2.42788e-008,1.0618
2.43155e-008,1.0536
2.43522e-008,1.0361
2.43889e-008,1.0021
2.44255e-008,0.9471
2.44622e-008,0.8701
2.44989e-008,0.7753
2.45356e-008,0.6723
2.45723e-008,0.5732
2.46089e-008,0.4902
2.46456e-008,0.4345
2.46823e-008,0.4112
2.47190e-008,0.4163
2.47556e-008,0.4383
2.47923e-008,0.4629
2.48290e-008,0.4776
2.48657e-008,0.4754
2.49023e-008,0.4554
2.49390e-008,0.4218
2.49757e-008,0.3822
2.50123e-008,0.3452
2.50490e-008,0.3189
2.50857e-008,0.3084
2.51224e-008,0.3142
2.51590e-008,0.3312
2.51957e-008,0.3511
2.52324e-008,0.3656
2.52691e-008,0.3697
2.53058e-008,0.3629
2.53424e-008,0.3487
2.53791e-008,0.3328
2.54158e-008,0.3201
2.54525e-008,0.3134
2.54891e-008,0.3138
2.55258e-008,0.3205
2.55625e-008,0.3307
2.55991e-008,0.3403
2.56358e-008,0.3454
2.56725e-008,0.3434
2.57092e-008,0.3346
2.57458e-008,0.3220
2.57825e-008,0.3101
2.58192e-008,0.3028
2.58559e-008,0.3020
2.58926e-008,0.3071
2.59292e-008,0.3157
2.59659e-008,0.3253
2.60026e-008,0.3333
2.60393e-008,0.3380
2.60759e-008,0.3384
2.61126e-008,0.3346
2.61493e-008,0.3281
2.61859e-008,0.3215
2.62226e-008,0.3174
2.62593e-008,0.3176
2.62960e-008,0.3220
2.63326e-008,0.3289
2.63693e-008,0.3360
2.64060e-008,0.3411
2.64427e-008,0.3430
2.64794e-008,0.3415
2.65160e-008,0.3371
2.65527e-008,0.3311
2.65894e-008,0.3249
2.66261e-008,0.3202
2.66627e-008,0.3185
2.66994e-008,0.3203
2.67361e-008,0.3249
2.67727e-008,0.3308
2.68094e-008,0.3361
2.68461e-008,0.3393
2.68828e-008,0.3396
2.69194e-008,0.3373
2.69561e-008,0.3333
2.69928e-008,0.3294
2.70295e-008,0.3279
2.70662e-008,0.3329
2.71028e-008,0.3493
2.71395e-008,0.3817
2.71762e-008,0.4325
2.72129e-008,0.5007
2.72495e-008,0.5820
2.72862e-008,0.6705
2.73229e-008,0.7586
2.73595e-008,0.8378
2.73962e-008,0.9011
2.74329e-008,0.9444
2.74696e-008,0.9670
2.75062e-008,0.9729
2.75429e-008,0.9699
2.75796e-008,0.9666
2.76163e-008,0.9691
2.76530e-008,0.9801
2.76896e-008,0.9994
2.77263e-008,1.0238
2.77630e-008,1.0495
2.77997e-008,1.0721
2.78363e-008,1.0877
2.78730e-008,1.0941
2.79097e-008,1.0920
2.79463e-008,1.0845
2.79830e-008,1.0762
2.80197e-008,1.0711
2.80564e-008,1.0710
2.80930e-008,1.0752
2.81297e-008,1.0816
2.81664e-008,1.0877
2.82031e-008,1.0920
2.82398e-008,1.0938
2.82764e-008,1.0933
2.83131e-008,1.0912
2.83498e-008,1.0889
2.83865e-008,1.0878
2.84231e-008,1.0894
2.84598e-008,1.0940
2.84965e-008,1.1005
2.85331e-008,1.1068
2.85698e-008,1.1107
2.86065e-008,1.1110
2.86432e-008,1.1079
2.86798e-008,1.1030
2.87165e-008,1.0981
2.87532e-008,1.0944
2.87899e-008,1.0926
2.88266e-008,1.0928
2.88632e-008,1.0948
2.88999e-008,1.0976
2.89366e-008,1.1004
2.89733e-008,1.1018
2.90099e-008,1.1008
2.90466e-008,1.0973
2.90833e-008,1.0923
2.91199e-008,1.0874
2.91566e-008,1.0840
2.91933e-008,1.0830
2.92300e-008,1.0842
2.92666e-008,1.0869
2.93033e-008,1.0903
2.93400e-008,1.0937
2.93767e-008,1.0963
2.94133e-008,1.0975
2.94500e-008,1.0970
2.94867e-008,1.0948
2.95234e-008,1.0917
2.95601e-008,1.0888
2.95967e-008,1.0868
2.96334e-008,1.0863
2.96701e-008,1.0872
2.97068e-008,1.0889
2.97434e-008,1.0910
2.97801e-008,1.0930
2.98168e-008,1.0949
2.98534e-008,1.0963
2.98901e-008,1.0958
2.99268e-008,1.0904
2.99635e-008,1.0752
3.00002e-008,1.0452
3.00368e-008,0.9976
3.00735e-008,0.9312
3.01102e-008,0.8479
3.01469e-008,0.7532
3.01835e-008,0.6559
3.02202e-008,0.5655
3.02569e-008,0.4919
3.02935e-008,0.4425
3.03302e-008,0.4194
3.03669e-008,0.4182
3.04036e-008,0.4303
3.04403e-008,0.4451
3.04769e-008,0.4537
3.05136e-008,0.4504
3.05503e-008,0.4339
3.05869e-008,0.4068
3.06236e-008,0.3745
3.06603e-008,0.3438
3.06970e-008,0.3214
3.07336e-008,0.3114
3.07703e-008,0.3141
3.08070e-008,0.3258
3.08437e-008,0.3405
3.08804e-008,0.3525
3.09170e-008,0.3580
3.09537e-008,0.3563
3.09904e-008,0.3492
3.10270e-008,0.3397
3.10637e-008,0.3309
3.11004e-008,0.3251
3.11371e-008,0.3234
3.11738e-008,0.3255
3.12104e-008,0.3299
3.12471e-008,0.3340
3.12838e-008,0.3354
3.13205e-008,0.3327
3.13571e-008,0.3265
3.13938e-008,0.3188
3.14305e-008,0.3126
3.14671e-008,0.3097
3.15038e-008,0.3108
3.15405e-008,0.3151
3.15772e-008,0.3210
3.16139e-008,0.3268
3.16505e-008,0.3312
3.16872e-008,0.3340
3.17239e-008,0.3367
3.17605e-008,0.3433
3.17972e-008,0.3601
3.18339e-008,0.3933
3.18706e-008,0.4465
3.19072e-008,0.5194
3.19439e-008,0.6072
3.19806e-008,0.7022
3.20173e-008,0.7945
3.20540e-008,0.8738
3.20906e-008,0.9324
3.21273e-008,0.9666
3.21640e-008,0.9777
3.22006e-008,0.9725
3.22373e-008,0.9614
3.22740e-008,0.9543
3.23107e-008,0.9578
3.23474e-008,0.9739
3.23840e-008,1.0006
3.24207e-008,1.0327
3.24574e-008,1.0641
3.24941e-008,1.0887
3.25307e-008,1.1022
3.25674e-008,1.1031
3.26041e-008,1.0940
3.26407e-008,1.0800
3.26774e-008,1.0674
3.27141e-008,1.0611
3.27508e-008,1.0626
3.27875e-008,1.0705
3.28241e-008,1.0813
3.28608e-008,1.0915
3.28975e-008,1.0985
3.29341e-008,1.1009
3.29708e-008,1.0990
3.30075e-008,1.0941
3.30442e-008,1.0886
3.30808e-008,1.0851
3.31175e-008,1.0857
3.31542e-008,1.0910
3.31909e-008,1.0992
3.32276e-008,1.1076
3.32642e-008,1.1131
3.33009e-008,1.1141
3.33376e-008,1.1108
3.33742e-008,1.1048
3.34109e-008,1.0981
3.34476e-008,1.0926
3.34843e-008,1.0896
3.35210e-008,1.0897
3.35576e-008,1.0930
3.35943e-008,1.0985
3.36310e-008,1.1035
3.36677e-008,1.1030
3.37043e-008,1.0906
3.37410e-008,1.0605
3.37777e-008,1.0104
3.38143e-008,0.9408
3.38510e-008,0.8551
3.38877e-008,0.7593
3.39244e-008,0.6626
3.39611e-008,0.5741
3.39977e-008,0.5026
3.40344e-008,0.4547
3.40711e-008,0.4320
3.41077e-008,0.4298
3.41444e-008,0.4391
3.41811e-008,0.4500
3.42178e-008,0.4542
3.42545e-008,0.4474
3.42911e-008,0.4291
3.43278e-008,0.4024
3.43645e-008,0.3721
3.44012e-008,0.3444
3.44378e-008,0.3248
3.44745e-008,0.3168
3.45112e-008,0.3203
3.45478e-008,0.3314
3.45845e-008,0.3444
3.46212e-008,0.3537
3.46579e-008,0.3564
3.46946e-008,0.3525
3.47312e-008,0.3445
3.47679e-008,0.3356
3.48046e-008,0.3286
3.48412e-008,0.3251
3.48779e-008,0.3255
3.49146e-008,0.3289
3.49513e-008,0.3335
3.49879e-008,0.3368
3.50246e-008,0.3367
3.50613e-008,0.3322
3.50980e-008,0.3245
3.51347e-008,0.3161
3.51713e-008,0.3099
3.52080e-008,0.3080
3.52447e-008,0.3107
3.52813e-008,0.3165
3.53180e-008,0.3234
3.53547e-008,0.3293
3.53914e-008,0.3328
3.54281e-008,0.3339
3.54647e-008,0.3342
3.55014e-008,0.3374
3.55381e-008,0.3498
3.55748e-008,0.3781
3.56114e-008,0.4267
3.56481e-008,0.4958
3.56848e-008,0.5813
3.57214e-008,0.6758
3.57581e-008,0.7696
3.57948e-008,0.8526
3.58315e-008,0.9164
3.58682e-008,0.9566
3.59048e-008,0.9734
3.59415e-008,0.9721
3.59782e-008,0.9625
3.60148e-008,0.9547
3.60515e-008,0.9562
3.60882e-008,0.9698
3.61249e-008,0.9943
3.61615e-008,1.0251
3.61982e-008,1.0564
3.62349e-008,1.0823
3.62716e-008,1.0981
3.63083e-008,1.1020
3.63449e-008,1.0952
3.63816e-008,1.0826
3.64183e-008,1.0699
3.64549e-008,1.0625
3.64916e-008,1.0627
3.65283e-008,1.0694
3.65650e-008,1.0797
3.66017e-008,1.0899
3.66383e-008,1.0972
3.66750e-008,1.1001
3.67117e-008,1.0988
3.67484e-008,1.0943
3.67850e-008,1.0889
3.68217e-008,1.0851
3.68584e-008,1.0851
3.68950e-008,1.0897
3.69317e-008,1.0977
3.69684e-008,1.1063
3.70051e-008,1.1126
3.70418e-008,1.1145
3.70784e-008,1.1118
3.71151e-008,1.1060
3.71518e-008,1.0991
3.71884e-008,1.0932
3.72251e-008,1.0896
3.72618e-008,1.0890
3.72985e-008,1.0912
3.73351e-008,1.0955
3.73718e-008,1.1002
3.74085e-008,1.1034
3.74452e-008,1.1036
3.74819e-008,1.1002
3.75185e-008,1.0943
3.75552e-008,1.0878
3.75919e-008,1.0828
3.76285e-008,1.0805
3.76652e-008,1.0813
3.77019e-008,1.0844
3.77386e-008,1.0891
3.77753e-008,1.0940
3.78119e-008,1.0980
3.78486e-008,1.1000
3.78853e-008,1.0994
3.79220e-008,1.0964
3.79586e-008,1.0920
3.79953e-008,1.0877
3.80320e-008,1.0847
3.80686e-008,1.0839
3.81053e-008,1.0851
3.81420e-008,1.0878
3.81787e-008,1.0910
3.82154e-008,1.0939
3.82520e-008,1.0957
3.82887e-008,1.0962
3.83254e-008,1.0951
3.83620e-008,1.0930
3.83987e-008,1.0903
3.84354e-008,1.0881
3.84721e-008,1.0869
3.85088e-008,1.0871
3.85454e-008,1.0885
3.85821e-008,1.0905
3.86188e-008,1.0923
3.86555e-008,1.0933
3.86921e-008,1.0935
3.87288e-008,1.0927
3.87655e-008,1.0913
3.88021e-008,1.0898
3.88388e-008,1.0886
3.88755e-008,1.0881
3.89122e-008,1.0884
3.89489e-008,1.0896
3.89855e-008,1.0911
3.90222e-008,1.0926
3.90589e-008,1.0934
3.90955e-008,1.0933
3.91322e-008,1.0925
3.91689e-008,1.0911
3.92056e-008,1.0898
3.92422e-008,1.0888
3.92789e-008,1.0886
3.93156e-008,1.0890
3.93523e-008,1.0900
3.93890e-008,1.0913
