.HEADER
..NAMES
Time,V U5.R7
5.9780e-009,0.4284
6.0147e-009,0.4390
6.0514e-009,0.4469
6.0881e-009,0.4485
6.1247e-009,0.4438
6.1614e-009,0.4337
6.1981e-009,0.4222
6.2348e-009,0.4189
6.2714e-009,0.4386
6.3081e-009,0.4940
6.3448e-009,0.5880
6.3815e-009,0.7084
6.4181e-009,0.8293
6.4548e-009,0.9262
6.4915e-009,0.9789
6.5282e-009,0.9816
6.5648e-009,0.9499
6.6015e-009,0.9104
6.6382e-009,0.8866
6.6749e-009,0.8902
6.7115e-009,0.9174
6.7482e-009,0.9551
6.7849e-009,0.9887
6.8215e-009,1.0075
6.8582e-009,1.0087
6.8949e-009,0.9971
6.9316e-009,0.9811
6.9682e-009,0.9691
7.0049e-009,0.9652
7.0416e-009,0.9705
7.0783e-009,0.9832
7.1149e-009,1.0013
7.1516e-009,1.0216
7.1883e-009,1.0361
7.2250e-009,1.0332
7.2616e-009,0.9981
7.2983e-009,0.9234
7.3350e-009,0.8178
7.3717e-009,0.6968
7.4083e-009,0.5825
7.4450e-009,0.5001
7.4817e-009,0.4614
7.5184e-009,0.4600
7.5550e-009,0.4780
7.5917e-009,0.4946
7.6284e-009,0.4968
7.6651e-009,0.4823
7.7018e-009,0.4584
7.7384e-009,0.4360
7.7751e-009,0.4236
7.8118e-009,0.4240
7.8484e-009,0.4335
7.8851e-009,0.4445
7.9218e-009,0.4508
7.9585e-009,0.4495
7.9952e-009,0.4415
8.0318e-009,0.4295
8.0685e-009,0.4152
8.1052e-009,0.4013
8.1418e-009,0.3898
8.1785e-009,0.3814
8.2152e-009,0.3761
8.2519e-009,0.3740
8.2886e-009,0.3730
8.3252e-009,0.3702
8.3619e-009,0.3627
8.3986e-009,0.3492
8.4352e-009,0.3313
8.4719e-009,0.3135
8.5086e-009,0.3016
8.5453e-009,0.2989
8.5820e-009,0.3055
8.6186e-009,0.3179
8.6553e-009,0.3305
8.6920e-009,0.3384
8.7286e-009,0.3389
8.7653e-009,0.3329
8.8020e-009,0.3240
8.8387e-009,0.3163
8.8754e-009,0.3125
8.9120e-009,0.3134
8.9487e-009,0.3177
8.9854e-009,0.3248
9.0220e-009,0.3367
9.0587e-009,0.3605
9.0954e-009,0.4074
9.1321e-009,0.4835
9.1688e-009,0.5863
9.2054e-009,0.7016
9.2421e-009,0.8081
9.2788e-009,0.8892
9.3154e-009,0.9340
9.3521e-009,0.9436
9.3888e-009,0.9330
9.4255e-009,0.9191
9.4622e-009,0.9141
9.4988e-009,0.9223
9.5355e-009,0.9400
9.5722e-009,0.9607
9.6088e-009,0.9783
9.6455e-009,0.9894
9.6822e-009,0.9939
9.7189e-009,0.9936
9.7556e-009,0.9915
9.7922e-009,0.9896
9.8289e-009,0.9891
9.8656e-009,0.9912
9.9022e-009,0.9968
9.9389e-009,1.0061
9.9756e-009,1.0182
1.00123e-008,1.0299
1.00490e-008,1.0393
1.00856e-008,1.0455
1.01223e-008,1.0489
1.01590e-008,1.0523
1.01956e-008,1.0589
1.02323e-008,1.0706
1.02690e-008,1.0864
1.03057e-008,1.1028
1.03424e-008,1.1152
1.03790e-008,1.1196
1.04157e-008,1.1154
1.04524e-008,1.1051
1.04890e-008,1.0933
1.05257e-008,1.0845
1.05624e-008,1.0816
1.05991e-008,1.0849
1.06358e-008,1.0920
1.06724e-008,1.1000
1.07091e-008,1.1058
1.07458e-008,1.1081
1.07824e-008,1.1069
1.08191e-008,1.1031
1.08558e-008,1.0982
1.08925e-008,1.0932
1.09292e-008,1.0887
1.09658e-008,1.0854
1.10025e-008,1.0834
1.10392e-008,1.0830
1.10758e-008,1.0843
1.11125e-008,1.0868
1.11492e-008,1.0897
1.11859e-008,1.0923
1.12226e-008,1.0940
1.12592e-008,1.0950
1.12959e-008,1.0957
1.13326e-008,1.0962
1.13693e-008,1.0966
1.14059e-008,1.0965
1.14426e-008,1.0956
1.14793e-008,1.0936
1.15159e-008,1.0911
1.15526e-008,1.0890
1.15893e-008,1.0880
1.16260e-008,1.0886
1.16627e-008,1.0905
1.16993e-008,1.0931
1.17360e-008,1.0952
1.17727e-008,1.0960
1.18093e-008,1.0953
1.18460e-008,1.0933
1.18827e-008,1.0909
1.19194e-008,1.0889
1.19561e-008,1.0881
1.19927e-008,1.0885
1.20294e-008,1.0897
1.20661e-008,1.0911
1.21027e-008,1.0921
1.21394e-008,1.0925
1.21761e-008,1.0923
1.22128e-008,1.0917
1.22495e-008,1.0909
1.22861e-008,1.0904
1.23228e-008,1.0901
1.23595e-008,1.0903
1.23961e-008,1.0909
1.24328e-008,1.0917
1.24695e-008,1.0925
1.25062e-008,1.0930
1.25429e-008,1.0929
1.25795e-008,1.0922
1.26162e-008,1.0911
1.26529e-008,1.0900
1.26895e-008,1.0894
1.27262e-008,1.0896
1.27629e-008,1.0904
1.27996e-008,1.0916
1.28363e-008,1.0927
1.28729e-008,1.0932
1.29096e-008,1.0930
1.29463e-008,1.0923
1.29829e-008,1.0913
1.30196e-008,1.0904
1.30563e-008,1.0899
1.30930e-008,1.0897
1.31297e-008,1.0900
1.31663e-008,1.0906
1.32030e-008,1.0912
1.32397e-008,1.0918
1.32763e-008,1.0921
1.33130e-008,1.0922
1.33497e-008,1.0921
1.33864e-008,1.0917
1.34231e-008,1.0913
1.34597e-008,1.0909
1.34964e-008,1.0906
1.35331e-008,1.0906
1.35697e-008,1.0907
1.36064e-008,1.0909
1.36431e-008,1.0912
1.36798e-008,1.0914
1.37165e-008,1.0915
1.37531e-008,1.0916
1.37898e-008,1.0915
1.38265e-008,1.0914
1.38631e-008,1.0913
1.38998e-008,1.0911
1.39365e-008,1.0910
1.39732e-008,1.0909
1.40099e-008,1.0909
1.40465e-008,1.0909
1.40832e-008,1.0910
1.41199e-008,1.0911
1.41565e-008,1.0913
1.41932e-008,1.0914
1.42299e-008,1.0914
1.42666e-008,1.0914
1.43033e-008,1.0912
1.43399e-008,1.0910
1.43766e-008,1.0908
1.44133e-008,1.0908
1.44499e-008,1.0909
1.44866e-008,1.0910
1.45233e-008,1.0912
1.45600e-008,1.0917
1.45967e-008,1.0926
1.46333e-008,1.0947
1.46700e-008,1.0966
1.47067e-008,1.0930
1.47433e-008,1.0743
1.47800e-008,1.0273
1.48167e-008,0.9469
1.48534e-008,0.8383
1.48901e-008,0.7135
1.49267e-008,0.5941
1.49634e-008,0.5029
1.50001e-008,0.4518
1.50368e-008,0.4394
1.50734e-008,0.4529
1.51101e-008,0.4742
1.51468e-008,0.4882
1.51834e-008,0.4875
1.52201e-008,0.4735
1.52568e-008,0.4532
1.52935e-008,0.4344
1.53301e-008,0.4230
1.53668e-008,0.4200
1.54035e-008,0.4230
1.54402e-008,0.4280
1.54769e-008,0.4315
1.55135e-008,0.4317
1.55502e-008,0.4274
1.55869e-008,0.4187
1.56236e-008,0.4076
1.56602e-008,0.3963
1.56969e-008,0.3866
1.57336e-008,0.3801
1.57703e-008,0.3770
1.58069e-008,0.3749
1.58436e-008,0.3709
1.58803e-008,0.3621
1.59169e-008,0.3475
1.59536e-008,0.3286
1.59903e-008,0.3100
1.60270e-008,0.2970
1.60636e-008,0.2933
1.61003e-008,0.2993
1.61370e-008,0.3122
1.61737e-008,0.3269
1.62104e-008,0.3379
1.62470e-008,0.3417
1.62837e-008,0.3379
1.63204e-008,0.3291
1.63571e-008,0.3190
1.63937e-008,0.3114
1.64304e-008,0.3084
1.64671e-008,0.3102
1.65037e-008,0.3154
1.65404e-008,0.3219
1.65771e-008,0.3280
1.66138e-008,0.3327
1.66504e-008,0.3355
1.66871e-008,0.3366
1.67238e-008,0.3361
1.67605e-008,0.3344
1.67972e-008,0.3320
1.68338e-008,0.3295
1.68705e-008,0.3273
1.69072e-008,0.3255
1.69439e-008,0.3241
1.69805e-008,0.3228
1.70172e-008,0.3216
1.70539e-008,0.3207
1.70905e-008,0.3206
1.71272e-008,0.3218
1.71639e-008,0.3242
1.72006e-008,0.3272
1.72372e-008,0.3299
1.72739e-008,0.3313
1.73106e-008,0.3309
1.73473e-008,0.3287
1.73840e-008,0.3258
1.74206e-008,0.3242
1.74573e-008,0.3278
1.74940e-008,0.3433
1.75307e-008,0.3804
1.75673e-008,0.4459
1.76040e-008,0.5393
1.76407e-008,0.6504
1.76773e-008,0.7598
1.77140e-008,0.8510
1.77507e-008,0.9111
1.77874e-008,0.9363
1.78240e-008,0.9365
1.78607e-008,0.9273
1.78974e-008,0.9221
1.79341e-008,0.9278
1.79708e-008,0.9431
1.80074e-008,0.9621
1.80441e-008,0.9786
1.80808e-008,0.9883
1.81175e-008,0.9908
1.81541e-008,0.9885
1.81908e-008,0.9852
1.82275e-008,0.9841
1.82641e-008,0.9863
1.83008e-008,0.9918
1.83375e-008,0.9999
1.83742e-008,1.0095
1.84108e-008,1.0196
1.84475e-008,1.0281
1.84842e-008,1.0340
1.85209e-008,1.0379
1.85576e-008,1.0409
1.85942e-008,1.0450
1.86309e-008,1.0530
1.86676e-008,1.0659
1.87043e-008,1.0826
1.87409e-008,1.1000
1.87776e-008,1.1137
1.88143e-008,1.1199
1.88509e-008,1.1173
1.88876e-008,1.1079
1.89243e-008,1.0958
1.89610e-008,1.0858
1.89976e-008,1.0812
1.90343e-008,1.0832
1.90710e-008,1.0901
1.91077e-008,1.0986
1.91444e-008,1.1055
1.91810e-008,1.1088
1.92177e-008,1.1084
1.92544e-008,1.1053
1.92911e-008,1.1014
1.93277e-008,1.0986
1.93644e-008,1.0955
1.94011e-008,1.0859
1.94377e-008,1.0588
1.94744e-008,1.0016
1.95111e-008,0.9127
1.95478e-008,0.8001
1.95844e-008,0.6775
1.96211e-008,0.5672
1.96578e-008,0.4895
1.96945e-008,0.4520
1.97312e-008,0.4493
1.97678e-008,0.4665
1.98045e-008,0.4861
1.98412e-008,0.4951
1.98779e-008,0.4889
1.99145e-008,0.4707
1.99512e-008,0.4483
1.99879e-008,0.4295
2.00245e-008,0.4197
2.00612e-008,0.4188
2.00979e-008,0.4239
2.01346e-008,0.4306
2.01712e-008,0.4351
2.02079e-008,0.4352
2.02446e-008,0.4308
2.02813e-008,0.4272
2.03179e-008,0.4360
2.03546e-008,0.4731
2.03913e-008,0.5476
2.04280e-008,0.6566
2.04647e-008,0.7805
2.05013e-008,0.8924
2.05380e-008,0.9694
2.05747e-008,0.9966
2.06114e-008,0.9779
2.06480e-008,0.9358
2.06847e-008,0.8967
2.07214e-008,0.8802
2.07580e-008,0.8919
2.07947e-008,0.9240
2.08314e-008,0.9628
2.08681e-008,0.9942
2.09047e-008,1.0100
2.09414e-008,1.0092
2.09781e-008,0.9970
2.10148e-008,0.9815
2.10515e-008,0.9699
2.10881e-008,0.9657
2.11248e-008,0.9706
2.11615e-008,0.9834
2.11982e-008,1.0017
2.12348e-008,1.0215
2.12715e-008,1.0380
2.13082e-008,1.0491
2.13448e-008,1.0548
2.13815e-008,1.0566
2.14182e-008,1.0586
2.14549e-008,1.0647
2.14915e-008,1.0767
2.15282e-008,1.0933
2.15649e-008,1.1100
2.16016e-008,1.1209
2.16383e-008,1.1219
2.16749e-008,1.1126
2.17116e-008,1.0971
2.17483e-008,1.0817
2.17850e-008,1.0725
2.18216e-008,1.0727
2.18583e-008,1.0817
2.18950e-008,1.0952
2.19316e-008,1.1076
2.19683e-008,1.1145
2.20050e-008,1.1144
2.20417e-008,1.1087
2.20783e-008,1.1005
2.21150e-008,1.0935
2.21517e-008,1.0901
2.21884e-008,1.0876
2.22251e-008,1.0780
2.22617e-008,1.0480
2.22984e-008,0.9857
2.23351e-008,0.8918
2.23718e-008,0.7750
2.24084e-008,0.6517
2.24451e-008,0.5457
2.24818e-008,0.4755
2.25184e-008,0.4463
2.25551e-008,0.4504
2.25918e-008,0.4710
2.26285e-008,0.4907
2.26651e-008,0.4973
2.27018e-008,0.4875
2.27385e-008,0.4662
2.27752e-008,0.4419
2.28119e-008,0.4232
2.28485e-008,0.4149
2.28852e-008,0.4163
2.29219e-008,0.4240
2.29586e-008,0.4327
2.29952e-008,0.4382
2.30319e-008,0.4378
2.30686e-008,0.4302
2.31052e-008,0.4167
2.31419e-008,0.4011
2.31786e-008,0.3871
2.32153e-008,0.3774
2.32519e-008,0.3735
2.32886e-008,0.3735
2.33253e-008,0.3735
2.33620e-008,0.3694
2.33987e-008,0.3586
2.34353e-008,0.3411
2.34720e-008,0.3207
2.35087e-008,0.3031
2.35454e-008,0.2935
2.35820e-008,0.2943
2.36187e-008,0.3044
2.36554e-008,0.3194
2.36920e-008,0.3337
2.37287e-008,0.3421
2.37654e-008,0.3423
2.38021e-008,0.3355
2.38387e-008,0.3248
2.38754e-008,0.3146
2.39121e-008,0.3083
2.39488e-008,0.3075
2.39855e-008,0.3116
2.40221e-008,0.3187
2.40588e-008,0.3263
2.40955e-008,0.3327
2.41322e-008,0.3366
2.41688e-008,0.3379
2.42055e-008,0.3371
2.42422e-008,0.3349
2.42788e-008,0.3320
2.43155e-008,0.3293
2.43522e-008,0.3272
2.43889e-008,0.3259
2.44255e-008,0.3252
2.44622e-008,0.3244
2.44989e-008,0.3234
2.45356e-008,0.3223
2.45723e-008,0.3215
2.46089e-008,0.3216
2.46456e-008,0.3231
2.46823e-008,0.3257
2.47190e-008,0.3286
2.47556e-008,0.3308
2.47923e-008,0.3313
2.48290e-008,0.3300
2.48657e-008,0.3274
2.49023e-008,0.3247
2.49390e-008,0.3248
2.49757e-008,0.3324
2.50123e-008,0.3555
2.50490e-008,0.4038
2.50857e-008,0.4808
2.51224e-008,0.5832
2.51590e-008,0.6956
2.51957e-008,0.7991
2.52324e-008,0.8789
2.52691e-008,0.9244
2.53058e-008,0.9378
2.53424e-008,0.9326
2.53791e-008,0.9241
2.54158e-008,0.9234
2.54525e-008,0.9338
2.54891e-008,0.9515
2.55258e-008,0.9701
2.55625e-008,0.9838
2.55991e-008,0.9901
2.56358e-008,0.9901
2.56725e-008,0.9868
2.57092e-008,0.9842
2.57458e-008,0.9846
2.57825e-008,0.9885
2.58192e-008,0.9953
2.58559e-008,1.0041
2.58926e-008,1.0140
2.59292e-008,1.0235
2.59659e-008,1.0308
2.60026e-008,1.0357
2.60393e-008,1.0391
2.60759e-008,1.0422
2.61126e-008,1.0477
2.61493e-008,1.0578
2.61859e-008,1.0725
2.62226e-008,1.0901
2.62593e-008,1.1066
2.62960e-008,1.1175
2.63326e-008,1.1200
2.63693e-008,1.1141
2.64060e-008,1.1030
2.64427e-008,1.0912
2.64794e-008,1.0832
2.65160e-008,1.0814
2.65527e-008,1.0858
2.65894e-008,1.0939
2.66261e-008,1.1022
2.66627e-008,1.1077
2.66994e-008,1.1093
2.67361e-008,1.1075
2.67727e-008,1.1037
2.68094e-008,1.1001
2.68461e-008,1.0977
2.68828e-008,1.0930
2.69194e-008,1.0783
2.69561e-008,1.0406
2.69928e-008,0.9706
2.70295e-008,0.8713
2.70662e-008,0.7527
2.71028e-008,0.6320
2.71395e-008,0.5326
2.71762e-008,0.4704
2.72129e-008,0.4477
2.72495e-008,0.4548
2.72862e-008,0.4747
2.73229e-008,0.4913
2.73595e-008,0.4946
2.73962e-008,0.4830
2.74329e-008,0.4622
2.74696e-008,0.4404
2.75062e-008,0.4248
2.75429e-008,0.4186
2.75796e-008,0.4206
2.76163e-008,0.4268
2.76530e-008,0.4329
2.76896e-008,0.4359
2.77263e-008,0.4338
2.77630e-008,0.4257
2.77997e-008,0.4135
2.78363e-008,0.4001
2.78730e-008,0.3883
2.79097e-008,0.3803
2.79463e-008,0.3767
2.79830e-008,0.3756
2.80197e-008,0.3735
2.80564e-008,0.3670
2.80930e-008,0.3542
2.81297e-008,0.3358
2.81664e-008,0.3160
2.82031e-008,0.3004
2.82398e-008,0.2935
2.82764e-008,0.2968
2.83131e-008,0.3085
2.83498e-008,0.3236
2.83865e-008,0.3366
2.84231e-008,0.3430
2.84598e-008,0.3414
2.84965e-008,0.3333
2.85331e-008,0.3226
2.85698e-008,0.3131
2.86065e-008,0.3081
2.86432e-008,0.3086
2.86798e-008,0.3153
2.87165e-008,0.3299
2.87532e-008,0.3576
2.87899e-008,0.4072
2.88266e-008,0.4835
2.88632e-008,0.5841
2.88999e-008,0.6965
2.89366e-008,0.8008
2.89733e-008,0.8813
2.90099e-008,0.9277
2.90466e-008,0.9400
2.90833e-008,0.9318
2.91199e-008,0.9196
2.91566e-008,0.9155
2.91933e-008,0.9239
2.92300e-008,0.9414
2.92666e-008,0.9616
2.93033e-008,0.9783
2.93400e-008,0.9882
2.93767e-008,0.9919
2.94133e-008,0.9913
2.94500e-008,0.9896
2.94867e-008,0.9890
2.95234e-008,0.9903
2.95601e-008,0.9942
2.95967e-008,1.0010
2.96334e-008,1.0117
2.96701e-008,1.0244
2.97068e-008,1.0312
2.97434e-008,1.0194
2.97801e-008,0.9736
2.98168e-008,0.8893
2.98534e-008,0.7779
2.98901e-008,0.6565
2.99268e-008,0.5488
2.99635e-008,0.4783
3.00002e-008,0.4522
3.00368e-008,0.4606
3.00735e-008,0.4838
3.01102e-008,0.5018
3.01469e-008,0.5032
3.01835e-008,0.4874
3.02202e-008,0.4623
3.02569e-008,0.4385
3.02935e-008,0.4241
3.03302e-008,0.4219
3.03669e-008,0.4289
3.04036e-008,0.4389
3.04403e-008,0.4464
3.04769e-008,0.4484
3.05136e-008,0.4442
3.05503e-008,0.4345
3.05869e-008,0.4198
3.06236e-008,0.4032
3.06603e-008,0.3879
3.06970e-008,0.3761
3.07336e-008,0.3694
3.07703e-008,0.3680
3.08070e-008,0.3690
3.08437e-008,0.3681
3.08804e-008,0.3617
3.09170e-008,0.3481
3.09537e-008,0.3295
3.09904e-008,0.3114
3.10270e-008,0.2998
3.10637e-008,0.2980
3.11004e-008,0.3056
3.11371e-008,0.3188
3.11738e-008,0.3318
3.12104e-008,0.3397
3.12471e-008,0.3400
3.12838e-008,0.3340
3.13205e-008,0.3252
3.13571e-008,0.3173
3.13938e-008,0.3130
3.14305e-008,0.3130
3.14671e-008,0.3168
3.15038e-008,0.3243
3.15405e-008,0.3385
3.15772e-008,0.3671
3.16139e-008,0.4205
3.16505e-008,0.5022
3.16872e-008,0.6083
3.17239e-008,0.7224
3.17605e-008,0.8241
3.17972e-008,0.8985
3.18339e-008,0.9363
3.18706e-008,0.9415
3.19072e-008,0.9298
3.19439e-008,0.9173
3.19806e-008,0.9150
3.20173e-008,0.9255
3.20540e-008,0.9443
3.20906e-008,0.9650
3.21273e-008,0.9818
3.21640e-008,0.9917
3.22006e-008,0.9951
3.22373e-008,0.9940
3.22740e-008,0.9913
3.23107e-008,0.9892
3.23474e-008,0.9888
3.23840e-008,0.9915
3.24207e-008,0.9979
3.24574e-008,1.0082
3.24941e-008,1.0207
3.25307e-008,1.0324
3.25674e-008,1.0414
3.26041e-008,1.0471
3.26407e-008,1.0502
3.26774e-008,1.0538
3.27141e-008,1.0610
3.27508e-008,1.0731
3.27875e-008,1.0891
3.28241e-008,1.1050
3.28608e-008,1.1162
3.28975e-008,1.1193
3.29341e-008,1.1143
3.29708e-008,1.1038
3.30075e-008,1.0925
3.30442e-008,1.0845
3.30808e-008,1.0825
3.31175e-008,1.0861
3.31542e-008,1.0933
3.31909e-008,1.1008
3.32276e-008,1.1061
3.32642e-008,1.1080
3.33009e-008,1.1067
3.33376e-008,1.1030
3.33742e-008,1.0981
3.34109e-008,1.0931
3.34476e-008,1.0887
3.34843e-008,1.0853
3.35210e-008,1.0833
3.35576e-008,1.0831
3.35943e-008,1.0845
3.36310e-008,1.0872
3.36677e-008,1.0903
3.37043e-008,1.0929
3.37410e-008,1.0947
3.37777e-008,1.0958
3.38143e-008,1.0964
3.38510e-008,1.0968
3.38877e-008,1.0970
3.39244e-008,1.0965
3.39611e-008,1.0952
3.39977e-008,1.0931
3.40344e-008,1.0907
3.40711e-008,1.0889
3.41077e-008,1.0883
3.41444e-008,1.0893
3.41811e-008,1.0915
3.42178e-008,1.0940
3.42545e-008,1.0958
3.42911e-008,1.0963
3.43278e-008,1.0952
3.43645e-008,1.0930
3.44012e-008,1.0906
3.44378e-008,1.0888
3.44745e-008,1.0883
3.45112e-008,1.0889
3.45478e-008,1.0903
3.45845e-008,1.0917
3.46212e-008,1.0927
3.46579e-008,1.0929
3.46946e-008,1.0925
3.47312e-008,1.0918
3.47679e-008,1.0910
3.48046e-008,1.0904
3.48412e-008,1.0902
3.48779e-008,1.0905
3.49146e-008,1.0912
3.49513e-008,1.0921
3.49879e-008,1.0930
3.50246e-008,1.0934
3.50613e-008,1.0932
3.50980e-008,1.0924
3.51347e-008,1.0911
3.51713e-008,1.0902
3.52080e-008,1.0902
3.52447e-008,1.0916
3.52813e-008,1.0950
3.53180e-008,1.0971
3.53547e-008,1.0912
3.53914e-008,1.0653
3.54281e-008,1.0073
3.54647e-008,0.9163
3.55014e-008,0.7997
3.55381e-008,0.6730
3.55748e-008,0.5599
3.56114e-008,0.4807
3.56481e-008,0.4430
3.56848e-008,0.4413
3.57214e-008,0.4600
3.57581e-008,0.4810
3.57948e-008,0.4912
3.58315e-008,0.4859
3.58682e-008,0.4689
3.59048e-008,0.4478
3.59415e-008,0.4303
3.59782e-008,0.4211
3.60148e-008,0.4200
3.60515e-008,0.4240
3.60882e-008,0.4290
3.61249e-008,0.4320
3.61615e-008,0.4313
3.61982e-008,0.4258
3.62349e-008,0.4163
3.62716e-008,0.4050
3.63083e-008,0.3938
3.63449e-008,0.3848
3.63816e-008,0.3793
3.64183e-008,0.3765
3.64549e-008,0.3740
3.64916e-008,0.3686
3.65283e-008,0.3580
3.65650e-008,0.3418
3.66017e-008,0.3226
3.66383e-008,0.3056
3.66750e-008,0.2955
3.67117e-008,0.2951
3.67484e-008,0.3038
3.67850e-008,0.3177
3.68217e-008,0.3314
3.68584e-008,0.3401
3.68950e-008,0.3412
3.69317e-008,0.3354
3.69684e-008,0.3259
3.70051e-008,0.3165
3.70418e-008,0.3105
3.70784e-008,0.3094
3.71151e-008,0.3140
3.71518e-008,0.3257
3.71884e-008,0.3493
3.72251e-008,0.3936
3.72618e-008,0.4651
3.72985e-008,0.5625
3.73351e-008,0.6754
3.73718e-008,0.7838
3.74085e-008,0.8706
3.74452e-008,0.9241
3.74819e-008,0.9418
3.75185e-008,0.9354
3.75552e-008,0.9221
3.75919e-008,0.9151
3.76285e-008,0.9207
3.76652e-008,0.9367
3.77019e-008,0.9567
3.77386e-008,0.9745
3.77753e-008,0.9860
3.78119e-008,0.9911
3.78486e-008,0.9916
3.78853e-008,0.9903
3.79220e-008,0.9898
3.79586e-008,0.9908
3.79953e-008,0.9939
3.80320e-008,0.9997
3.80686e-008,1.0092
3.81053e-008,1.0215
3.81420e-008,1.0299
3.81787e-008,1.0227
3.82154e-008,0.9842
3.82520e-008,0.9069
3.82887e-008,0.7999
3.83254e-008,0.6792
3.83620e-008,0.5673
3.83987e-008,0.4887
3.84354e-008,0.4545
3.84721e-008,0.4575
3.85088e-008,0.4791
3.85454e-008,0.4988
3.85821e-008,0.5035
3.86188e-008,0.4907
3.86555e-008,0.4669
3.86921e-008,0.4426
3.87288e-008,0.4263
3.87655e-008,0.4220
3.88021e-008,0.4276
3.88388e-008,0.4372
3.88755e-008,0.4451
3.89122e-008,0.4479
3.89489e-008,0.4447
3.89855e-008,0.4362
3.90222e-008,0.4249
3.90589e-008,0.4194
3.90955e-008,0.4339
3.91322e-008,0.4825
3.91689e-008,0.5704
3.92056e-008,0.6884
3.92422e-008,0.8117
3.92789e-008,0.9150
3.93156e-008,0.9766
3.93523e-008,0.9873
3.93890e-008,0.9595
