.HEADER
..NAMES
Time,V U2.J7&K7
2.8973e-009,0.3975
2.9340e-009,0.4520
2.9707e-009,0.5210
3.0073e-009,0.5988
3.0440e-009,0.6801
3.0807e-009,0.7598
3.1174e-009,0.8324
3.1540e-009,0.8944
3.1907e-009,0.9443
3.2274e-009,0.9810
3.2641e-009,1.0038
3.3007e-009,1.0129
3.3374e-009,1.0091
3.3741e-009,0.9926
3.4108e-009,0.9617
3.4475e-009,0.9149
3.4841e-009,0.8525
3.5208e-009,0.7766
3.5575e-009,0.6914
3.5942e-009,0.6026
3.6308e-009,0.5179
3.6675e-009,0.4458
3.7042e-009,0.3927
3.7408e-009,0.3617
3.7775e-009,0.3539
3.8142e-009,0.3687
3.8509e-009,0.4036
3.8875e-009,0.4547
3.9242e-009,0.5183
3.9609e-009,0.5913
3.9976e-009,0.6702
4.0342e-009,0.7501
4.0709e-009,0.8257
4.1076e-009,0.8927
4.1443e-009,0.9477
4.1809e-009,0.9876
4.2176e-009,1.0104
4.2543e-009,1.0161
4.2910e-009,1.0060
4.3276e-009,0.9809
4.3643e-009,0.9405
4.4010e-009,0.8852
4.4377e-009,0.8169
4.4743e-009,0.7383
4.5110e-009,0.6536
4.5477e-009,0.5683
4.5844e-009,0.4899
4.6211e-009,0.4257
4.6577e-009,0.3808
4.6944e-009,0.3578
4.7311e-009,0.3579
4.7678e-009,0.3804
4.8044e-009,0.4224
4.8411e-009,0.4797
4.8778e-009,0.5484
4.9145e-009,0.6250
4.9511e-009,0.7051
4.9878e-009,0.7832
5.0245e-009,0.8545
5.0612e-009,0.9157
5.0978e-009,0.9639
5.1345e-009,0.9967
5.1712e-009,1.0126
5.2079e-009,1.0125
5.2445e-009,0.9970
5.2812e-009,0.9661
5.3179e-009,0.9194
5.3546e-009,0.8581
5.3912e-009,0.7845
5.4279e-009,0.7022
5.4646e-009,0.6161
5.5013e-009,0.5327
5.5379e-009,0.4600
5.5746e-009,0.4042
5.6113e-009,0.3689
5.6480e-009,0.3561
5.6846e-009,0.3660
5.7213e-009,0.3970
5.7580e-009,0.4455
5.7947e-009,0.5073
5.8313e-009,0.5790
5.8680e-009,0.6570
5.9047e-009,0.7364
5.9414e-009,0.8119
5.9780e-009,0.8793
6.0147e-009,0.9356
6.0514e-009,0.9779
6.0881e-009,1.0041
6.1247e-009,1.0137
6.1614e-009,1.0075
6.1981e-009,0.9859
6.2348e-009,0.9484
6.2714e-009,0.8952
6.3081e-009,0.8281
6.3448e-009,0.7500
6.3815e-009,0.6653
6.4181e-009,0.5794
6.4548e-009,0.4997
6.4915e-009,0.4338
6.5282e-009,0.3868
6.5648e-009,0.3611
6.6015e-009,0.3581
6.6382e-009,0.3773
6.6749e-009,0.4161
6.7115e-009,0.4706
6.7482e-009,0.5369
6.7849e-009,0.6118
6.8215e-009,0.6910
6.8582e-009,0.7694
6.8949e-009,0.8420
6.9316e-009,0.9050
6.9682e-009,0.9555
7.0049e-009,0.9910
7.0416e-009,1.0099
7.0783e-009,1.0126
7.1149e-009,0.9998
7.1516e-009,0.9716
7.1883e-009,0.9275
7.2250e-009,0.8683
7.2616e-009,0.7963
7.2983e-009,0.7148
7.3350e-009,0.6287
7.3717e-009,0.5443
7.4083e-009,0.4695
7.4450e-009,0.4110
7.4817e-009,0.3727
7.5184e-009,0.3566
7.5550e-009,0.3633
7.5917e-009,0.3914
7.6284e-009,0.4375
7.6651e-009,0.4976
7.7018e-009,0.5680
7.7384e-009,0.6452
7.7751e-009,0.7247
7.8118e-009,0.8011
7.8484e-009,0.8698
7.8851e-009,0.9278
7.9218e-009,0.9722
7.9585e-009,1.0008
7.9952e-009,1.0127
8.0318e-009,1.0089
8.0685e-009,0.9898
8.1052e-009,0.9550
8.1418e-009,0.9043
8.1785e-009,0.8394
8.2152e-009,0.7628
8.2519e-009,0.6787
8.2886e-009,0.5924
8.3252e-009,0.5111
8.3619e-009,0.4424
8.3986e-009,0.3922
8.4352e-009,0.3631
8.4719e-009,0.3568
8.5086e-009,0.3728
8.5453e-009,0.4091
8.5820e-009,0.4616
8.6186e-009,0.5265
8.6553e-009,0.6004
8.6920e-009,0.6794
8.7286e-009,0.7584
8.7653e-009,0.8321
8.8020e-009,0.8968
8.8387e-009,0.9495
8.8754e-009,0.9875
8.9120e-009,1.0088
8.9487e-009,1.0137
8.9854e-009,1.0031
9.0220e-009,0.9771
9.0587e-009,0.9353
9.0954e-009,0.8782
9.1321e-009,0.8079
9.1688e-009,0.7277
9.2054e-009,0.6420
9.2421e-009,0.5570
9.2788e-009,0.4802
9.3154e-009,0.4190
9.3521e-009,0.3774
9.3888e-009,0.3579
9.4255e-009,0.3611
9.4622e-009,0.3861
9.4988e-009,0.4297
9.5355e-009,0.4878
9.5722e-009,0.5569
9.6088e-009,0.6334
9.6455e-009,0.7130
9.6822e-009,0.7903
9.7189e-009,0.8606
9.7556e-009,0.9205
9.7922e-009,0.9672
9.8289e-009,0.9983
9.8656e-009,1.0126
9.9022e-009,1.0110
9.9389e-009,0.9940
9.9756e-009,0.9614
1.00123e-008,0.9130
1.00490e-008,0.8500
1.00856e-008,0.7750
1.01223e-008,0.6919
1.01590e-008,0.6056
1.01956e-008,0.5231
1.02323e-008,0.4521
1.02690e-008,0.3989
1.03057e-008,0.3664
1.03424e-008,0.3565
1.03790e-008,0.3693
1.04157e-008,0.4026
1.04524e-008,0.4529
1.04890e-008,0.5161
1.05257e-008,0.5887
1.05624e-008,0.6671
1.05991e-008,0.7463
1.06358e-008,0.8210
1.06724e-008,0.8872
1.07091e-008,0.9418
1.07458e-008,0.9821
1.07824e-008,1.0061
1.08191e-008,1.0136
1.08558e-008,1.0056
1.08925e-008,0.9821
1.09292e-008,0.9429
1.09658e-008,0.8881
1.10025e-008,0.8196
1.10392e-008,0.7406
1.10758e-008,0.6554
1.11125e-008,0.5696
1.11492e-008,0.4910
1.11859e-008,0.4270
1.12226e-008,0.3822
1.12592e-008,0.3592
1.12959e-008,0.3590
1.13326e-008,0.3809
1.13693e-008,0.4220
1.14059e-008,0.4783
1.14426e-008,0.5459
1.14793e-008,0.6216
1.15159e-008,0.7010
1.15526e-008,0.7788
1.15893e-008,0.8502
1.16260e-008,0.9117
1.16627e-008,0.9605
1.16993e-008,0.9940
1.17360e-008,1.0109
1.17727e-008,1.0118
1.18093e-008,0.9974
1.18460e-008,0.9674
1.18827e-008,0.9215
1.19194e-008,0.8607
1.19561e-008,0.7873
1.19927e-008,0.7050
1.20294e-008,0.6187
1.20661e-008,0.5350
1.21027e-008,0.4618
1.21394e-008,0.4055
1.21761e-008,0.3697
1.22128e-008,0.3564
1.22495e-008,0.3658
1.22861e-008,0.3963
1.23228e-008,0.4443
1.23595e-008,0.5059
1.23961e-008,0.5773
1.24328e-008,0.6551
1.24695e-008,0.7345
1.25062e-008,0.8100
1.25429e-008,0.8775
1.25795e-008,0.9339
1.26162e-008,0.9764
1.26529e-008,1.0030
1.26895e-008,1.0130
1.27262e-008,1.0074
1.27629e-008,0.9865
1.27996e-008,0.9499
1.28363e-008,0.8975
1.28729e-008,0.8310
1.29096e-008,0.7533
1.29463e-008,0.6686
1.29829e-008,0.5824
1.30196e-008,0.5022
1.30563e-008,0.4355
1.30930e-008,0.3877
1.31297e-008,0.3614
1.31663e-008,0.3578
1.32030e-008,0.3765
1.32397e-008,0.4150
1.32763e-008,0.4692
1.33130e-008,0.5353
1.33497e-008,0.6099
1.33864e-008,0.6891
1.34231e-008,0.7677
1.34597e-008,0.8405
1.34964e-008,0.9039
1.35331e-008,0.9549
1.35697e-008,0.9908
1.36064e-008,1.0102
1.36431e-008,1.0132
1.36798e-008,1.0009
1.37165e-008,0.9730
1.37531e-008,0.9294
1.37898e-008,0.8706
1.38265e-008,0.7990
1.38631e-008,0.7179
1.38998e-008,0.6320
1.39365e-008,0.5475
1.39732e-008,0.4722
1.40099e-008,0.4131
1.40465e-008,0.3740
1.40832e-008,0.3572
1.41199e-008,0.3631
1.41565e-008,0.3906
1.41932e-008,0.4362
1.42299e-008,0.4958
1.42666e-008,0.5660
1.43033e-008,0.6432
1.43399e-008,0.7227
1.43766e-008,0.7993
1.44133e-008,0.8684
1.44499e-008,0.9268
1.44866e-008,0.9717
1.45233e-008,1.0007
1.45600e-008,1.0131
1.45967e-008,1.0097
1.46333e-008,0.9910
1.46700e-008,0.9566
1.47067e-008,0.9064
1.47433e-008,0.8419
1.47800e-008,0.7657
1.48167e-008,0.6818
1.48534e-008,0.5955
1.48901e-008,0.5139
1.49267e-008,0.4447
1.49634e-008,0.3937
1.50001e-008,0.3639
1.50368e-008,0.3567
1.50734e-008,0.3721
1.51101e-008,0.4077
1.51468e-008,0.4599
1.51834e-008,0.5245
1.52201e-008,0.5981
1.52568e-008,0.6770
1.52935e-008,0.7559
1.53301e-008,0.8296
1.53668e-008,0.8944
1.54035e-008,0.9473
1.54402e-008,0.9857
1.54769e-008,1.0076
1.55135e-008,1.0133
1.55502e-008,1.0035
1.55869e-008,0.9783
1.56236e-008,0.9372
1.56602e-008,0.8808
1.56969e-008,0.8109
1.57336e-008,0.7309
1.57703e-008,0.6452
1.58069e-008,0.5599
1.58436e-008,0.4826
1.58803e-008,0.4206
1.59169e-008,0.3784
1.59536e-008,0.3581
1.59903e-008,0.3606
1.60270e-008,0.3850
1.60636e-008,0.4282
1.61003e-008,0.4861
1.61370e-008,0.5549
1.61737e-008,0.6312
1.62104e-008,0.7107
1.62470e-008,0.7879
1.62837e-008,0.8582
1.63204e-008,0.9183
1.63571e-008,0.9652
1.63937e-008,0.9968
1.64304e-008,1.0117
1.64671e-008,1.0108
1.65037e-008,0.9946
1.65404e-008,0.9628
1.65771e-008,0.9151
1.66138e-008,0.8527
1.66504e-008,0.7780
1.66871e-008,0.6949
1.67238e-008,0.6085
1.67605e-008,0.5256
1.67972e-008,0.4541
1.68338e-008,0.4002
1.68705e-008,0.3671
1.69072e-008,0.3565
1.69439e-008,0.3687
1.69805e-008,0.4015
1.70172e-008,0.4513
1.70539e-008,0.5142
1.70905e-008,0.5867
1.71272e-008,0.6650
1.71639e-008,0.7444
1.72006e-008,0.8194
1.72372e-008,0.8859
1.72739e-008,0.9410
1.73106e-008,0.9818
1.73473e-008,1.0062
1.73840e-008,1.0140
1.74206e-008,1.0063
1.74573e-008,0.9832
1.74940e-008,0.9444
1.75307e-008,0.8901
1.75673e-008,0.8221
1.76040e-008,0.7434
1.76407e-008,0.6584
1.76773e-008,0.5727
1.77140e-008,0.4937
1.77507e-008,0.4292
1.77874e-008,0.3837
1.78240e-008,0.3599
1.78607e-008,0.3590
1.78974e-008,0.3802
1.79341e-008,0.4207
1.79708e-008,0.4765
1.80074e-008,0.5439
1.80441e-008,0.6194
1.80808e-008,0.6988
1.81175e-008,0.7768
1.81541e-008,0.8485
1.81908e-008,0.9105
1.82275e-008,0.9597
1.82641e-008,0.9938
1.83008e-008,1.0112
1.83375e-008,1.0124
1.83742e-008,0.9984
1.84108e-008,0.9688
1.84475e-008,0.9234
1.84842e-008,0.8630
1.85209e-008,0.7900
1.85576e-008,0.7080
1.85942e-008,0.6218
1.86309e-008,0.5378
1.86676e-008,0.4641
1.87043e-008,0.4072
1.87409e-008,0.3706
1.87776e-008,0.3565
1.88143e-008,0.3651
1.88509e-008,0.3950
1.88876e-008,0.4426
1.89243e-008,0.5038
1.89610e-008,0.5751
1.89976e-008,0.6529
1.90343e-008,0.7324
1.90710e-008,0.8081
1.91077e-008,0.8760
1.91444e-008,0.9328
1.91810e-008,0.9758
1.92177e-008,1.0028
1.92544e-008,1.0133
1.92911e-008,1.0081
1.93277e-008,0.9877
1.93644e-008,0.9515
1.94011e-008,0.8996
1.94377e-008,0.8335
1.94744e-008,0.7561
1.95111e-008,0.6716
1.95478e-008,0.5855
1.95844e-008,0.5049
1.96211e-008,0.4376
1.96578e-008,0.3891
1.96945e-008,0.3619
1.97312e-008,0.3575
1.97678e-008,0.3755
1.98045e-008,0.4134
1.98412e-008,0.4672
1.98779e-008,0.5331
1.99145e-008,0.6076
1.99512e-008,0.6867
1.99879e-008,0.7651
2.00245e-008,0.8380
2.00612e-008,0.9014
2.00979e-008,0.9526
2.01346e-008,0.9890
2.01712e-008,1.0090
2.02079e-008,1.0128
2.02446e-008,1.0012
2.02813e-008,0.9742
2.03179e-008,0.9313
2.03546e-008,0.8732
2.03913e-008,0.8019
2.04280e-008,0.7209
2.04647e-008,0.6349
2.05013e-008,0.5501
2.05380e-008,0.4743
2.05747e-008,0.4146
2.06114e-008,0.3749
2.06480e-008,0.3574
2.06847e-008,0.3627
2.07214e-008,0.3896
2.07580e-008,0.4347
2.07947e-008,0.4940
2.08314e-008,0.5639
2.08681e-008,0.6410
2.09047e-008,0.7206
2.09414e-008,0.7975
2.09781e-008,0.8669
2.10148e-008,0.9258
2.10515e-008,0.9711
2.10881e-008,1.0006
2.11248e-008,1.0134
2.11615e-008,1.0103
2.11982e-008,0.9919
2.12348e-008,0.9579
2.12715e-008,0.9082
2.13082e-008,0.8441
2.13448e-008,0.7683
2.13815e-008,0.6847
2.14182e-008,0.5985
2.14549e-008,0.5166
2.14915e-008,0.4470
2.15282e-008,0.3954
2.15649e-008,0.3648
2.16016e-008,0.3569
2.16383e-008,0.3716
2.16749e-008,0.4066
2.17116e-008,0.4582
2.17483e-008,0.5225
2.17850e-008,0.5959
2.18216e-008,0.6747
2.18583e-008,0.7537
2.18950e-008,0.8277
2.19316e-008,0.8930
2.19683e-008,0.9464
2.20050e-008,0.9853
2.20417e-008,1.0077
2.20783e-008,1.0138
2.21150e-008,1.0043
2.21517e-008,0.9795
2.21884e-008,0.9389
2.22251e-008,0.8829
2.22617e-008,0.8134
2.22984e-008,0.7337
2.23351e-008,0.6482
2.23718e-008,0.5628
2.24084e-008,0.4852
2.24451e-008,0.4227
2.24818e-008,0.3798
2.25184e-008,0.3588
2.25551e-008,0.3606
2.25918e-008,0.3843
2.26285e-008,0.4268
2.26651e-008,0.4843
2.27018e-008,0.5528
2.27385e-008,0.6289
2.27752e-008,0.7084
2.28119e-008,0.7858
2.28485e-008,0.8565
2.28852e-008,0.9170
2.29219e-008,0.9645
2.29586e-008,0.9965
2.29952e-008,1.0120
2.30319e-008,1.0114
2.30686e-008,0.9956
2.31052e-008,0.9642
2.31419e-008,0.9170
2.31786e-008,0.8550
2.32153e-008,0.7807
2.32519e-008,0.6978
2.32886e-008,0.6115
2.33253e-008,0.5284
2.33620e-008,0.4564
2.33987e-008,0.4017
2.34353e-008,0.3678
2.34720e-008,0.3564
2.35087e-008,0.3678
2.35454e-008,0.4000
2.35820e-008,0.4495
2.36187e-008,0.5121
2.36554e-008,0.5843
2.36920e-008,0.6626
2.37287e-008,0.7418
2.37654e-008,0.8168
2.38021e-008,0.8834
2.38387e-008,0.9386
2.38754e-008,0.9797
2.39121e-008,1.0048
2.39488e-008,1.0133
2.39855e-008,1.0064
2.40221e-008,0.9841
2.40588e-008,0.9461
2.40955e-008,0.8925
2.41322e-008,0.8249
2.41688e-008,0.7464
2.42055e-008,0.6614
2.42422e-008,0.5754
2.42788e-008,0.4960
2.43155e-008,0.4308
2.43522e-008,0.3847
2.43889e-008,0.3602
2.44255e-008,0.3586
2.44622e-008,0.3792
2.44989e-008,0.4192
2.45356e-008,0.4747
2.45723e-008,0.5419
2.46089e-008,0.6172
2.46456e-008,0.6967
2.46823e-008,0.7749
2.47190e-008,0.8470
2.47556e-008,0.9093
2.47923e-008,0.9590
2.48290e-008,0.9935
2.48657e-008,1.0113
2.49023e-008,1.0129
2.49390e-008,0.9992
2.49757e-008,0.9700
2.50123e-008,0.9250
2.50490e-008,0.8651
2.50857e-008,0.7925
2.51224e-008,0.7107
2.51590e-008,0.6246
2.51957e-008,0.5406
2.52324e-008,0.4665
2.52691e-008,0.4090
2.53058e-008,0.3718
2.53424e-008,0.3570
2.53791e-008,0.3649
2.54158e-008,0.3941
2.54525e-008,0.4411
2.54891e-008,0.5019
2.55258e-008,0.5729
2.55625e-008,0.6505
2.55991e-008,0.7301
2.56358e-008,0.8061
2.56725e-008,0.8744
2.57092e-008,0.9317
2.57458e-008,0.9752
2.57825e-008,1.0028
2.58192e-008,1.0137
2.58559e-008,1.0088
2.58926e-008,0.9888
2.59292e-008,0.9529
2.59659e-008,0.9015
2.60026e-008,0.8358
2.60393e-008,0.7588
2.60759e-008,0.6746
2.61126e-008,0.5884
2.61493e-008,0.5076
2.61859e-008,0.4399
2.62226e-008,0.3907
2.62593e-008,0.3628
2.62960e-008,0.3576
2.63326e-008,0.3749
2.63693e-008,0.4122
2.64060e-008,0.4655
2.64427e-008,0.5310
2.64794e-008,0.6053
2.65160e-008,0.6843
2.65527e-008,0.7629
2.65894e-008,0.8361
2.66261e-008,0.9000
2.66627e-008,0.9517
2.66994e-008,0.9887
2.67361e-008,1.0091
2.67727e-008,1.0133
2.68094e-008,1.0021
2.68461e-008,0.9755
2.68828e-008,0.9330
2.69194e-008,0.8753
2.69561e-008,0.8044
2.69928e-008,0.7237
2.70295e-008,0.6379
2.70662e-008,0.5529
2.71028e-008,0.4767
2.71395e-008,0.4163
2.71762e-008,0.3758
2.72129e-008,0.3575
2.72495e-008,0.3620
2.72862e-008,0.3882
2.73229e-008,0.4329
2.73595e-008,0.4919
2.73962e-008,0.5616
2.74329e-008,0.6385
2.74696e-008,0.7180
2.75062e-008,0.7948
2.75429e-008,0.8643
2.75796e-008,0.9233
2.76163e-008,0.9690
2.76530e-008,0.9990
2.76896e-008,1.0125
2.77263e-008,1.0102
2.77630e-008,0.9926
2.77997e-008,0.9594
2.78363e-008,0.9104
2.78730e-008,0.8468
2.79097e-008,0.7713
2.79463e-008,0.6877
2.79830e-008,0.6013
2.80197e-008,0.5191
2.80564e-008,0.4488
2.80930e-008,0.3966
2.81297e-008,0.3653
2.81664e-008,0.3567
2.82031e-008,0.3707
2.82398e-008,0.4053
2.82764e-008,0.4565
2.83131e-008,0.5205
2.83498e-008,0.5937
2.83865e-008,0.6725
2.84231e-008,0.7517
2.84598e-008,0.8261
2.84965e-008,0.8917
2.85331e-008,0.9455
2.85698e-008,0.9848
2.86065e-008,1.0077
2.86432e-008,1.0141
2.86798e-008,1.0050
2.87165e-008,0.9806
2.87532e-008,0.9404
2.87899e-008,0.8848
2.88266e-008,0.8158
2.88632e-008,0.7364
2.88999e-008,0.6510
2.89366e-008,0.5655
2.89733e-008,0.4876
2.90099e-008,0.4245
2.90466e-008,0.3809
2.90833e-008,0.3591
2.91199e-008,0.3602
2.91566e-008,0.3832
2.91933e-008,0.4252
2.92300e-008,0.4823
2.92666e-008,0.5505
2.93033e-008,0.6266
2.93400e-008,0.7061
2.93767e-008,0.7838
2.94133e-008,0.8548
2.94500e-008,0.9157
2.94867e-008,0.9637
2.95234e-008,0.9963
2.95601e-008,1.0121
2.95967e-008,1.0120
2.96334e-008,0.9965
2.96701e-008,0.9656
2.97068e-008,0.9188
2.97434e-008,0.8572
2.97801e-008,0.7833
2.98168e-008,0.7007
2.98534e-008,0.6145
2.98901e-008,0.5312
2.99268e-008,0.4587
2.99635e-008,0.4035
3.00002e-008,0.3689
3.00368e-008,0.3568
3.00735e-008,0.3674
3.01102e-008,0.3990
3.01469e-008,0.4479
3.01835e-008,0.5101
3.02202e-008,0.5820
3.02569e-008,0.6601
3.02935e-008,0.7395
3.03302e-008,0.8148
3.03669e-008,0.8818
3.04036e-008,0.9375
3.04403e-008,0.9792
3.04769e-008,1.0047
3.05136e-008,1.0137
3.05503e-008,1.0072
3.05869e-008,0.9853
3.06236e-008,0.9476
3.06603e-008,0.8944
3.06970e-008,0.8272
3.07336e-008,0.7491
3.07703e-008,0.6643
3.08070e-008,0.5783
3.08437e-008,0.4986
3.08804e-008,0.4328
3.09170e-008,0.3859
3.09537e-008,0.3607
3.09904e-008,0.3583
3.10270e-008,0.3782
3.10637e-008,0.4177
3.11004e-008,0.4728
3.11371e-008,0.5396
3.11738e-008,0.6147
3.12104e-008,0.6940
3.12471e-008,0.7722
3.12838e-008,0.8443
3.13205e-008,0.9067
3.13571e-008,0.9567
3.13938e-008,0.9917
3.14305e-008,1.0102
3.14671e-008,1.0125
3.15038e-008,0.9996
3.15405e-008,0.9712
3.15772e-008,0.9270
3.16139e-008,0.8676
3.16505e-008,0.7954
3.16872e-008,0.7137
3.17239e-008,0.6276
3.17605e-008,0.5432
3.17972e-008,0.4686
3.18339e-008,0.4104
3.18706e-008,0.3725
3.19072e-008,0.3569
3.19439e-008,0.3642
3.19806e-008,0.3928
3.20173e-008,0.4395
3.20540e-008,0.5000
3.20906e-008,0.5708
3.21273e-008,0.6483
3.21640e-008,0.7280
3.22006e-008,0.8043
3.22373e-008,0.8730
3.22740e-008,0.9307
3.23107e-008,0.9746
3.23474e-008,1.0026
3.23840e-008,1.0139
3.24207e-008,1.0094
3.24574e-008,0.9897
3.24941e-008,0.9543
3.25307e-008,0.9033
3.25674e-008,0.8381
3.26041e-008,0.7614
3.26407e-008,0.6773
3.26774e-008,0.5912
3.27141e-008,0.5101
3.27508e-008,0.4418
3.27875e-008,0.3920
3.28241e-008,0.3633
3.28608e-008,0.3574
3.28975e-008,0.3740
3.29341e-008,0.4107
3.29708e-008,0.4636
3.30075e-008,0.5288
3.30442e-008,0.6029
3.30808e-008,0.6820
3.31175e-008,0.7608
3.31542e-008,0.8342
3.31909e-008,0.8986
3.32276e-008,0.9508
3.32642e-008,0.9882
3.33009e-008,1.0091
3.33376e-008,1.0137
3.33742e-008,1.0029
3.34109e-008,0.9767
3.34476e-008,0.9347
3.34843e-008,0.8774
3.35210e-008,0.8069
3.35576e-008,0.7265
3.35943e-008,0.6408
3.36310e-008,0.5558
3.36677e-008,0.4792
3.37043e-008,0.4183
3.37410e-008,0.3771
3.37777e-008,0.3581
3.38143e-008,0.3619
3.38510e-008,0.3874
3.38877e-008,0.4315
3.39244e-008,0.4900
3.39611e-008,0.5594
3.39977e-008,0.6361
3.40344e-008,0.7157
3.40711e-008,0.7927
3.41077e-008,0.8626
3.41444e-008,0.9220
3.41811e-008,0.9682
3.42178e-008,0.9988
3.42545e-008,1.0128
3.42911e-008,1.0108
3.43278e-008,0.9936
3.43645e-008,0.9608
3.44012e-008,0.9122
3.44378e-008,0.8490
3.44745e-008,0.7739
3.45112e-008,0.6905
3.45478e-008,0.6042
3.45845e-008,0.5217
3.46212e-008,0.4510
3.46579e-008,0.3980
3.46946e-008,0.3660
3.47312e-008,0.3566
3.47679e-008,0.3699
3.48046e-008,0.4039
3.48412e-008,0.4547
3.48779e-008,0.5183
3.49146e-008,0.5913
3.49513e-008,0.6698
3.49879e-008,0.7489
3.50246e-008,0.8233
3.50613e-008,0.8890
3.50980e-008,0.9431
3.51347e-008,0.9829
3.51713e-008,1.0064
3.52080e-008,1.0135
3.52447e-008,1.0052
3.52813e-008,0.9816
3.53180e-008,0.9421
3.53547e-008,0.8872
3.53914e-008,0.8185
3.54281e-008,0.7393
3.54647e-008,0.6540
3.55014e-008,0.5683
3.55381e-008,0.4898
3.55748e-008,0.4261
3.56114e-008,0.3818
3.56481e-008,0.3593
3.56848e-008,0.3596
3.57214e-008,0.3821
3.57581e-008,0.4237
3.57948e-008,0.4804
3.58315e-008,0.5483
3.58682e-008,0.6242
3.59048e-008,0.7036
3.59415e-008,0.7812
3.59782e-008,0.8523
3.60148e-008,0.9133
3.60515e-008,0.9616
3.60882e-008,0.9946
3.61249e-008,1.0111
3.61615e-008,1.0117
3.61982e-008,0.9970
3.62349e-008,0.9668
3.62716e-008,0.9207
3.63083e-008,0.8596
3.63449e-008,0.7860
3.63816e-008,0.7036
3.64183e-008,0.6172
3.64549e-008,0.5336
3.64916e-008,0.4606
3.65283e-008,0.4048
3.65650e-008,0.3695
3.66017e-008,0.3568
3.66383e-008,0.3668
3.66750e-008,0.3978
3.67117e-008,0.4463
3.67484e-008,0.5081
3.67850e-008,0.5798
3.68217e-008,0.6578
3.68584e-008,0.7373
3.68950e-008,0.8129
3.69317e-008,0.8803
3.69684e-008,0.9365
3.70051e-008,0.9787
3.70418e-008,1.0047
3.70784e-008,1.0141
3.71151e-008,1.0078
3.71518e-008,0.9863
3.71884e-008,0.9491
3.72251e-008,0.8963
3.72618e-008,0.8295
3.72985e-008,0.7517
3.73351e-008,0.6671
3.73718e-008,0.5811
3.74085e-008,0.5012
3.74452e-008,0.4349
3.74819e-008,0.3874
3.75185e-008,0.3615
3.75552e-008,0.3583
3.75919e-008,0.3775
3.76285e-008,0.4164
3.76652e-008,0.4710
3.77019e-008,0.5374
3.77386e-008,0.6123
3.77753e-008,0.6916
3.78119e-008,0.7699
3.78486e-008,0.8424
3.78853e-008,0.9053
3.79220e-008,0.9559
3.79586e-008,0.9914
3.79953e-008,1.0103
3.80320e-008,1.0131
3.80686e-008,1.0005
3.81053e-008,0.9725
3.81420e-008,0.9287
3.81787e-008,0.8697
3.82154e-008,0.7978
3.82520e-008,0.7165
3.82887e-008,0.6305
3.83254e-008,0.5460
3.83620e-008,0.4709
3.83987e-008,0.4121
3.84354e-008,0.3734
3.84721e-008,0.3571
3.85088e-008,0.3636
3.85454e-008,0.3916
3.85821e-008,0.4377
3.86188e-008,0.4978
3.86555e-008,0.5683
3.86921e-008,0.6457
3.87288e-008,0.7252
3.87655e-008,0.8016
3.88021e-008,0.8703
3.88388e-008,0.9282
3.88755e-008,0.9725
3.89122e-008,1.0011
3.89489e-008,1.0131
3.89855e-008,1.0094
3.90222e-008,0.9905
3.90589e-008,0.9558
3.90955e-008,0.9055
3.91322e-008,0.8407
3.91689e-008,0.7643
3.92056e-008,0.6803
3.92422e-008,0.5940
3.92789e-008,0.5125
3.93156e-008,0.4436
3.93523e-008,0.3931
